,交易时间,月份,来源,收/支,支付状态,类型,交易对方,商品,金额,逻辑1,逻辑2,乘后金额
1755,2023-01-18 15:45:14,1,支付宝,不计收支,交易成功,即时到账交易,宁波市轨道交通集团有限公司运营分公司,宁波地铁-乘车(江厦桥东-海晏北路 2023-01-18 15:40:06),3.0,-1,1,-3.0
1756,2023-01-18 13:16:39,1,支付宝,不计收支,交易成功,即时到账交易,宁波市木木鲜餐饮连锁有限公司,木木鲜海鲜面,2.0,-1,1,-2.0
1757,2023-01-17 20:04:48,1,支付宝,不计收支,交易成功,即时到账交易,甬味餐厅,甬味餐厅宁波大梁街店,140.0,-1,1,-140.0
1758,2023-01-17 17:54:42,1,支付宝,不计收支,交易成功,即时到账交易,宁波市轨道交通集团有限公司运营分公司,宁波地铁-乘车(鼓楼-城隍庙 2023-01-17 17:49:32),2.0,-1,1,-2.0
1759,2023-01-17 13:55:42,1,支付宝,不计收支,交易成功,即时到账交易,宁波市轨道交通集团有限公司运营分公司,宁波地铁-乘车(宁波火车站-城隍庙 2023-01-17 13:50:31),2.0,-1,1,-2.0
1760,2023-01-17 10:54:55,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--虹桥火车站,6.0,-1,1,-6.0
1761,2023-01-16 19:00:39,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,1.4,-1,1,-1.4
1762,2023-01-16 16:08:36,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,陆家嘴--金科路,4.0,-1,1,-4.0
1763,2023-01-16 15:20:45,1,支付宝,不计收支,交易成功,即时到账交易,苹果贸易（上海）有限公司,20230116R3891085069,359.0,-1,1,-359.0
1764,2023-01-16 12:32:45,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,金科路--陆家嘴,4.0,-1,1,-4.0
1765,2023-01-16 11:58:02,1,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,12.47,-1,1,-12.47
1766,2023-01-15 12:58:49,1,支付宝,不计收支,交易成功,即时到账交易,华联超市上海张江店,上海畲乡商贸有限公司,16.5,-1,1,-16.5
1767,2023-01-15 03:16:26,1,支付宝,不计收支,退款成功,即时到账交易,美团,退款-美团订单-23011511100400000024378345305011,149.0,-1,0,-0.0
1768,2023-01-15 03:15:40,1,支付宝,不计收支,交易关闭,即时到账交易,美团,美团订单-23011511100400000024378345305011,149.0,-1,0,-0.0
1769,2023-01-14 21:21:07,1,支付宝,支出,交易成功,支付宝担保交易,百年**店,适用戴森dyson吸尘器收纳架免打孔支架v8v10v11v12置物落地挂架子,59.0,-1,1,-59.0
1770,2023-01-14 21:21:07,1,支付宝,支出,交易成功,支付宝担保交易,ch**8,华硕联想有线鼠标USB光电鼠标笔记本台式通用家用办公鼠标包邮,14.33,-1,1,-14.33
1771,2023-01-14 19:06:23,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,龙阳路--张江路,4.0,-1,1,-4.0
1772,2023-01-14 16:28:36,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,静安寺--龙阳路,4.0,-1,1,-4.0
1773,2023-01-14 14:25:39,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,龙阳路--静安寺,4.0,-1,1,-4.0
1774,2023-01-14 12:16:45,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--龙阳路,4.0,-1,1,-4.0
1775,2023-01-14 03:57:40,1,支付宝,不计收支,交易成功,支付宝担保交易,新果**店,每日坚果混合坚果30小包孕妇儿童款干果零食组合休闲大礼包礼盒装,18.31,-1,1,-18.31
1776,2023-01-14 02:47:46,1,支付宝,支出,交易成功,支付宝担保交易,vi**c,ENSKY排球少年乌野高校排球部拼图950片日本纸质成人益智玩具动漫,228.0,-1,1,-228.0
1777,2023-01-14 02:47:24,1,支付宝,支出,交易成功,即时到账交易,yoki(张旭华),啾咪,2500.0,-1,1,-2500.0
1778,2023-01-13 18:43:07,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,迎春路--张江路,4.0,-1,1,-4.0
1779,2023-01-13 15:48:47,1,支付宝,不计收支,交易成功,支付宝担保交易,诚**,诚衣乐服男休闲裤束脚裤卫裤长裤直筒裤毛圈裤束口裤秋冬新款男装 等多件,156.0,-1,1,-156.0
1780,2023-01-13 13:39:43,1,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,14.5,-1,1,-14.5
1781,2023-01-13 13:38:49,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1782,2023-01-12 20:36:55,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,迎春路--张江路,4.0,-1,1,-4.0
1783,2023-01-12 17:31:18,1,支付宝,不计收支,交易成功,即时到账交易,麦当劳,McDonaldsChina,27.0,-1,1,-27.0
1784,2023-01-12 14:49:40,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1785,2023-01-11 18:35:03,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,7.7,-1,1,-7.7
1786,2023-01-10 18:12:22,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,迎春路--张江路,4.0,-1,1,-4.0
1787,2023-01-10 13:16:41,1,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,14.4,-1,1,-14.4
1788,2023-01-10 12:55:21,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1789,2023-01-10 12:55:19,1,支付宝,不计收支,交易成功,即时到账交易,上海市闽热餐厅,闽热餐厅,18.0,-1,1,-18.0
1790,2023-01-10 12:05:12,1,支付宝,支出,交易成功,即时到账交易,Valve,S2P892052628 Steam Purchase,24.75,-1,1,-24.75
1791,2023-01-09 17:09:23,1,支付宝,不计收支,交易成功,即时到账交易,华联超市上海张江店,上海畲乡商贸有限公司,8.0,-1,1,-8.0
1792,2023-01-09 11:45:51,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,15.1,-1,1,-15.1
1793,2023-01-09 01:06:25,1,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 01.09,35.0,-1,1,-35.0
1794,2023-01-09 01:06:22,1,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases from 01.08 to 01.09,9.0,-1,1,-9.0
1795,2023-01-06 21:11:15,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,迎春路--张江路,4.0,-1,1,-4.0
1796,2023-01-06 10:49:59,1,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,14.72,-1,1,-14.72
1797,2023-01-06 10:36:02,1,支付宝,不计收支,交易成功,即时到账交易,上海市闽热餐厅,闽热餐厅,18.0,-1,1,-18.0
1798,2023-01-06 10:30:33,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1799,2023-01-05 21:09:12,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,9.0,-1,1,-9.0
1800,2023-01-05 21:06:58,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,迎春路--张江路,4.0,-1,1,-4.0
1801,2023-01-05 15:11:03,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1802,2023-01-04 20:48:02,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,上海科技馆--金科路,3.0,-1,1,-3.0
1803,2023-01-04 13:36:18,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--迎春路,4.0,-1,1,-4.0
1804,2023-01-03 21:14:39,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,上海科技馆--张江路,4.0,-1,1,-4.0
1805,2023-01-03 15:55:45,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,上海马戏城--上海科技馆,4.0,-1,1,-4.0
1806,2023-01-03 15:47:41,1,支付宝,不计收支,交易成功,即时到账交易,科技馆站五店,上海全家购物,10.8,-1,1,-10.8
1807,2023-01-03 13:15:25,1,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,金科路--上海马戏城,5.0,-1,1,-5.0
1808,2023-01-02 16:18:20,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,16.7,-1,1,-16.7
1809,2023-01-01 18:06:25,1,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,22.6,-1,1,-22.6
1810,2022-12-31 19:49:47,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,龙阳路--张江路,4.0,-1,1,-4.0
1811,2022-12-31 17:47:46,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--龙阳路,4.0,-1,1,-4.0
1812,2022-12-30 20:58:53,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交-孙桥1路-2022-12-30 18:59:27,2.0,-1,1,-2.0
1813,2022-12-30 17:28:03,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,上海科技馆--金科路,3.0,-1,1,-3.0
1814,2022-12-30 13:05:45,12,支付宝,不计收支,交易成功,即时到账交易,巴比馒头,收钱码收款,9.5,-1,1,-9.5
1815,2022-12-30 12:36:20,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,金科路--上海科技馆,3.0,-1,1,-3.0
1816,2022-12-28 20:59:22,12,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,12.9,-1,1,-12.9
1817,2022-12-28 18:34:56,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--浦电路,4.0,-1,1,-4.0
1818,2022-12-28 10:49:31,12,支付宝,不计收支,交易成功,支付宝担保交易,中国移动和包官方旗舰店,手机充值,100.0,-1,1,-100.0
1819,2022-12-21 18:28:04,12,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,5.9,-1,1,-5.9
1820,2022-12-20 13:39:33,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,世纪大道--唐镇,4.0,-1,1,-4.0
1821,2022-12-20 08:56:17,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,3.5,-1,1,-3.5
1822,2022-12-20 08:40:35,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--民生路,4.0,-1,1,-4.0
1823,2022-12-20 08:01:56,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,2.0,-1,1,-2.0
1824,2022-12-20 00:28:22,12,支付宝,不计收支,交易成功,支付宝担保交易,浪**,1份30包广东梅州客家特产大埔豆干 枫朗888豆腐干豆腐皮五香辣麻,28.91,-1,1,-28.91
1825,2022-12-19 11:24:13,12,支付宝,不计收支,还款成功,即时到账交易,花呗,花呗主动还款-2022年12月账单,321.4,-1,0,-0.0
1826,2022-12-19 11:22:32,12,支付宝,不计收支,退款成功,支付宝担保交易,东莞**司,退款-电动车手机架导航支架车载电瓶摩托防震外卖骑手自行车手机机支架,10.24,-1,0,-0.0
1827,2022-12-19 11:22:21,12,支付宝,不计收支,退款成功,支付宝担保交易,缙云**司,退款-温度计家用室内高精度精准壁挂式婴儿房冰箱气温室温干温湿度计表,8.9,-1,0,-0.0
1828,2022-12-17 15:55:12,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1829,2022-12-17 13:43:20,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1830,2022-12-17 12:36:52,12,支付宝,不计收支,交易成功,即时到账交易,阿炳汤包上海灵山路店,阿炳汤包上海灵山路店,4.5,-1,1,-4.5
1831,2022-12-16 23:34:38,12,支付宝,支出,交易成功,即时到账交易,yoki(张旭华),转账,7700.0,-1,1,-7700.0
1832,2022-12-16 18:47:51,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1833,2022-12-16 16:55:32,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1834,2022-12-15 19:08:01,12,支付宝,支出,交易成功,即时到账交易,龙斌,4490134221215070723596,99.0,-1,1,-99.0
1835,2022-12-15 17:05:27,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1836,2022-12-15 15:03:34,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1837,2022-12-15 14:31:09,12,支付宝,不计收支,交易成功,即时到账交易,好特卖HotMaxx(龙阳广场),龙阳广场(沪）-条码支付,10.8,-1,1,-10.8
1838,2022-12-14 20:03:29,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1839,2022-12-14 15:23:08,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1840,2022-12-14 14:00:56,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1841,2022-12-14 12:45:52,12,支付宝,不计收支,交易成功,即时到账交易,阿炳汤包上海灵山路店,阿炳汤包上海灵山路店,6.5,-1,1,-6.5
1842,2022-12-14 10:21:02,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1843,2022-12-13 22:29:41,12,支付宝,不计收支,交易成功,支付宝担保交易,绿林**店,绿林高精度迷你温度计温湿度计室内家用婴儿房壁挂室温精准温度表,9.9,-1,1,-9.9
1844,2022-12-13 22:18:53,12,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,5.0,-1,1,-5.0
1845,2022-12-13 20:02:55,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1846,2022-12-13 11:43:21,12,支付宝,不计收支,交易成功,即时到账交易,麦当劳,McDonaldsChina,31.0,-1,1,-31.0
1847,2022-12-13 10:20:24,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1848,2022-12-13 08:20:44,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,15.8,-1,1,-15.8
1849,2022-12-11 15:24:16,12,支付宝,不计收支,交易成功,即时到账交易,柠感(上海)餐饮管理有限公司,柠感(上海)餐饮管理有限公司,45.0,-1,1,-45.0
1850,2022-12-11 15:20:17,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,金科路--静安寺,4.0,-1,1,-4.0
1851,2022-12-09 15:59:46,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1852,2022-12-09 14:16:16,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1853,2022-12-09 13:13:35,12,支付宝,不计收支,交易成功,即时到账交易,阿炳汤包上海灵山路店,阿炳汤包上海灵山路店,8.0,-1,1,-8.0
1854,2022-12-09 01:17:47,12,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases on 12.09,35.0,-1,1,-35.0
1855,2022-12-09 01:17:40,12,支付宝,支出,交易成功,即时到账交易,App Store & Apple Music,App Store & Apple Music; Purchases from 12.08 to 12.09,9.0,-1,1,-9.0
1856,2022-12-08 18:47:39,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1857,2022-12-08 18:15:10,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,4.0,-1,1,-4.0
1858,2022-12-07 08:16:09,12,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1859,2022-12-06 08:15:42,12,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1860,2022-12-05 20:02:21,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1861,2022-12-05 10:10:06,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,3.0,-1,1,-3.0
1862,2022-12-05 08:11:15,12,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,14.5,-1,1,-14.5
1863,2022-12-05 08:10:08,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,15.8,-1,1,-15.8
1864,2022-12-04 14:16:40,12,支付宝,不计收支,退款成功,即时到账交易,叮咚买菜,退款-叮咚买菜-2212042480131864705,0.21,-1,0,-0.0
1865,2022-12-04 14:13:01,12,支付宝,不计收支,交易成功,即时到账交易,叮咚买菜,叮咚买菜-2212042480131864705,54.83,-1,1,-54.83
1866,2022-12-04 13:34:05,12,支付宝,不计收支,交易成功,即时到账交易,百世邻里生活超市,二维码支付,20.0,-1,1,-20.0
1867,2022-12-04 12:17:07,12,支付宝,不计收支,交易关闭,支付宝担保交易,缙云**司,温度计家用室内高精度精准壁挂式婴儿房冰箱气温室温干温湿度计表,8.9,-1,0,-0.0
1868,2022-12-04 02:54:51,12,支付宝,不计收支,交易成功,支付宝担保交易,兰惠**店,手套冬季男骑行防风防水电动摩托车手套加绒加厚保暖棉手套女骑车,22.0,-1,1,-22.0
1869,2022-12-04 02:51:50,12,支付宝,不计收支,退款成功,支付宝担保交易,ma**店,退款-滑雪手套男冬天保暖加绒加厚防水防风户外骑行摩托车触屏学生手套,19.9,-1,0,-0.0
1870,2022-12-03 19:09:45,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,5.0,-1,1,-5.0
1871,2022-12-03 12:35:23,12,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--杨高中路,4.0,-1,1,-4.0
1872,2022-12-02 10:15:34,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,2.0,-1,1,-2.0
1873,2022-12-02 08:21:16,12,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1874,2022-12-02 08:16:15,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,15.8,-1,1,-15.8
1875,2022-12-01 20:03:23,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,2.0,-1,1,-2.0
1876,2022-12-01 19:42:49,12,支付宝,不计收支,退款成功,支付宝担保交易,淘米**店,退款-蓝色灯芯绒衬衫女秋冬季叠穿条纹衬衣设计感小众法式打底内搭上衣,58.66,-1,0,-0.0
1877,2022-12-01 10:20:23,12,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,2.0,-1,1,-2.0
1878,2022-12-01 08:22:02,12,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1879,2022-12-01 08:20:25,12,支付宝,不计收支,交易成功,即时到账交易,全家FamilyMart,上海全家购物,15.8,-1,1,-15.8
1880,2022-11-30 20:21:02,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海地铁,2.0,-1,1,-2.0
1881,2022-11-30 14:11:39,11,支付宝,不计收支,交易关闭,支付宝担保交易,ma**店,滑雪手套男冬天保暖加绒加厚防水防风户外骑行摩托车触屏学生手套,19.9,-1,0,-0.0
1882,2022-11-30 11:41:52,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,15.8,-1,1,-15.8
1883,2022-11-30 10:29:43,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1884,2022-11-29 18:35:21,11,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,华联超市张江店-华联超市张江店收款,3.8,-1,1,-3.8
1885,2022-11-28 11:46:41,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,16.8,-1,1,-16.8
1886,2022-11-28 01:00:03,11,支付宝,不计收支,交易成功,支付宝担保交易,yo**0,摩托车改装龙头平衡杆多功能扩展支架车头改装横杆拓展横杆车把杆 等多件,20.0,-1,1,-20.0
1887,2022-11-28 00:42:23,11,支付宝,不计收支,交易成功,支付宝担保交易,li**店,李宁运动发带女吸汗跑步头带男防止汗导汗带篮球健身束头戴头巾冬 等多件,15.0,-1,1,-15.0
1888,2022-11-28 00:42:23,11,支付宝,不计收支,交易关闭,支付宝担保交易,东莞**司,电动车手机架导航支架车载电瓶摩托防震外卖骑手自行车手机机支架,10.24,-1,0,-0.0
1889,2022-11-28 00:42:23,11,支付宝,不计收支,交易成功,支付宝担保交易,傲光**店,爱玛雅迪新国标电动自行车后脚踏简易款电瓶车改装折叠脚蹬搁踩脚,10.5,-1,1,-10.5
1890,2022-11-27 17:53:29,11,支付宝,不计收支,交易成功,支付宝担保交易,tb**7,2022苹果Apple官方手机iPhone电脑平板桌面壁纸ios高清图片素材,10.0,-1,1,-10.0
1891,2022-11-27 17:02:39,11,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,3.3,-1,1,-3.3
1892,2022-11-27 16:12:50,11,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,1.8,-1,1,-1.8
1893,2022-11-27 16:10:48,11,支付宝,不计收支,交易成功,即时到账交易,华联超市张江店,直接付款商品,3.8,-1,1,-3.8
1894,2022-11-27 15:15:59,11,支付宝,不计收支,交易成功,即时到账交易,中国建设银行,提现-实时提现,119.9,-1,1,-119.9
1895,2022-11-27 15:15:45,11,支付宝,不计收支,交易成功,即时到账交易,丘志安,余额宝-转出到余额,120.0,-1,1,-120.0
1896,2022-11-27 15:15:30,11,支付宝,收入,交易成功,即时到账交易,蚂蚁财富（上海）金融信息服务有限公司,切换基金补贴收益,0.02,1,1,0.02
1897,2022-11-27 15:15:26,11,支付宝,不计收支,交易成功,即时到账交易,余额宝,余额宝-更换货基转入,151.92,-1,1,-151.92
1898,2022-11-27 15:09:47,11,支付宝,不计收支,交易成功,即时到账交易,余额宝,转账收款到余额宝,120.0,-1,1,-120.0
1899,2022-11-27 15:09:42,11,支付宝,收入,交易成功,即时到账交易,yoki,转账,120.0,1,1,120.0
1900,2022-11-27 02:13:49,11,支付宝,支出,交易成功,即时到账交易,epnetretail.com,2022112702113580108,119.99,-1,1,-119.99
1901,2022-11-27 01:54:25,11,支付宝,支出,交易成功,即时到账交易,Valve,S2P846946159 Steam Purchase,108.7,-1,1,-108.7
1902,2022-11-26 17:18:05,11,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,商城路--张江路,4.0,-1,1,-4.0
1903,2022-11-26 14:17:24,11,支付宝,不计收支,交易成功,即时到账交易,Luyang,收钱码收款,200.0,-1,1,-200.0
1904,2022-11-26 12:24:08,11,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,杨高中路--商城路,2.4,-1,1,-2.4
1905,2022-11-26 11:32:50,11,支付宝,不计收支,交易成功,即时到账交易,上海都畅数字技术有限公司,张江路--杨高中路,0.4,-1,1,-0.4
1906,2022-11-25 23:07:28,11,支付宝,不计收支,交易成功,即时到账交易,上海市华联超市张江路店,华联超市张江路店,7.5,-1,1,-7.5
1907,2022-11-25 12:07:07,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,15.0,-1,1,-15.0
1908,2022-11-25 11:47:05,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,15.8,-1,1,-15.8
1909,2022-11-24 11:49:23,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,16.8,-1,1,-16.8
1910,2022-11-24 10:37:38,11,支付宝,不计收支,交易成功,支付宝担保交易,中国移动官方旗舰店,手机充值,100.0,-1,1,-100.0
1911,2022-11-23 11:57:31,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,15.0,-1,1,-15.0
1912,2022-11-23 11:54:01,11,支付宝,不计收支,交易成功,即时到账交易,荣科路店,上海全家购物,12.8,-1,1,-12.8
1913,2022-11-22 22:08:22,11,支付宝,不计收支,交易成功,支付宝担保交易,浪**,瓶装广东梅州县客家特产蕉岭阿四蒜蓉辣酱 腌面火锅酸甜椒调味料 等多件,47.9,-1,1,-47.9
1914,2022-11-22 11:58:04,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,15.0,-1,1,-15.0
1915,2022-11-22 11:44:32,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,15.8,-1,1,-15.8
1916,2022-11-21 11:49:04,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,16.8,-1,1,-16.8
1917,2022-11-21 08:21:45,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,13.34,-1,1,-13.34
1918,2022-11-20 20:19:27,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,3.0,-1,1,-3.0
1919,2022-11-20 16:42:46,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,4.0,-1,1,-4.0
1920,2022-11-20 13:27:13,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,4.0,-1,1,-4.0
1921,2022-11-20 11:58:27,11,支付宝,不计收支,交易成功,即时到账交易,美团,美团订单-22112011100400000027763625677011,61.0,-1,1,-61.0
1922,2022-11-19 22:24:00,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,4.0,-1,1,-4.0
1923,2022-11-19 20:39:51,11,支付宝,不计收支,交易成功,支付宝担保交易,众安保险,保险-买家版运费险-北欧新款FZ FORZA专业羽毛球鞋男女款超轻包裹耐磨防滑击剑运动鞋等,3.44,-1,1,-3.44
1924,2022-11-19 20:39:51,11,支付宝,不计收支,交易成功,支付宝担保交易,jo**n,北欧新款FZ FORZA专业羽毛球鞋男女款超轻包裹耐磨防滑击剑运动鞋,118.0,-1,1,-118.0
1925,2022-11-19 20:39:09,11,支付宝,不计收支,交易关闭,支付宝担保交易,jo**n,北欧新款FZ FORZA专业羽毛球鞋男女款超轻包裹耐磨防滑击剑运动鞋,118.0,-1,0,-0.0
1926,2022-11-19 10:52:40,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,3104770012013440508,20.0,-1,1,-20.0
1927,2022-11-18 12:11:12,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,15.8,-1,1,-15.8
1928,2022-11-18 10:25:29,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,2.0,-1,1,-2.0
1929,2022-11-17 20:09:43,11,支付宝,不计收支,交易成功,即时到账交易,上海公共交通卡股份有限公司,上海公交,2.0,-1,1,-2.0
1930,2022-11-17 11:48:28,11,支付宝,不计收支,交易成功,即时到账交易,纳贤路店,上海全家购物,16.8,-1,1,-16.8
1931,2022-11-17 08:23:46,11,支付宝,不计收支,交易成功,即时到账交易,luckincoffee,订单付款,14.5,-1,1,-14.5
